CustomerID,CustomerName,Quantity,Price (NPR),Sales (NPR),Channel,Ratings,ProductCategory,PaymentMethod,TransactionDate,StoreLocation,DiscountApplied (NPR),LoyaltyMember,CustomerContact,Feedback,Gender
CUST191,Kamal Sharma,11,1647,21740,Website,4,Household,Card,2/6/2024 22:17,-,240,Yes,9814856446,Satisfied with quality,Female
CUST192,Bishal Gurung,9,741,7824,Market Visit,5,Electronics,Cash,3/30/2024 5:00,Kathmandu,0,Yes,9814018332,Friendly staff,Male
CUST193,Asha Rai,4,1428,5712,Market Visit,3,Household,Card,10/16/2024 17:04,Bhaktapur,200,No,9860355357,Quick delivery,Male
CUST194,Sarita Lama,2,1559,3118,Market Visit,2,Groceries,Mobile Payment,11/21/2023 11:03,Kathmandu,200,No,9834599857,Great experience,Female
CUST195,Sarita Lama,9,274,2893,Market Visit,5,Household,Cash,1/21/2024 15:09,Kathmandu,60,Yes,9812420804,Quick delivery,Male
CUST196,Sarita Lama,10,537,6379,Market Visit,5,Household,Mobile Payment,12/19/2023 18:23,Kathmandu,120,Yes,9812111947,Prices a bit high,Male
CUST197,Kamal Sharma,8,1740,16077,Website,5,Household,Card,6/6/2024 11:03,-,60,Yes,9883098438,Satisfied with quality,Male
CUST198,Sita Tamang,10,1499,17808,Website,2,Clothing,Cash,1/15/2024 13:52,-,120,Yes,9810509658,Friendly staff,Female
CUST199,Ram Shrestha,3,269,807,Market Visit,4,Clothing,Cash,12/26/2023 12:45,Bhaktapur,100,No,9870470481,Prices a bit high,Male
CUST200,Bishal Gurung,3,1979,5223,Website,4,Clothing,Cash,2/8/2024 10:45,-,60,Yes,9866111670,Prices a bit high,Male
CUST201,Nima Sherpa,6,550,3630,Website,4,Personal Care,Mobile Payment,5/14/2024 2:17,-,60,Yes,9817887115,Quick delivery,Female
CUST202,Asha Rai,7,1850,12950,Website,3,Household,Mobile Payment,11/21/2023 22:59,-,200,No,9899396258,Quick delivery,Male
CUST203,Sita Tamang,2,1229,1621,Market Visit,2,Household,Cash,1/20/2024 16:11,Pokhara,240,Yes,9898734768,Satisfied with quality,Female
CUST204,Kamal Sharma,1,823,823,Market Visit,3,Electronics,Mobile Payment,9/27/2024 0:21,Lalitpur,200,No,9888872334,Friendly staff,Male
CUST205,Ram Shrestha,6,955,6302,Website,5,Household,Mobile Payment,1/26/2024 3:02,-,120,Yes,9836068775,Quick delivery,Male
CUST206,Bishal Gurung,5,1438,7592,Website,3,Groceries,Cash,6/23/2024 7:49,-,240,Yes,9813205187,Prices a bit high,Female
CUST207,Bishal Gurung,3,1078,2845,Website,2,Groceries,Cash,12/27/2023 16:56,-,60,Yes,9829800621,Satisfied with quality,Female
CUST208,Kamal Sharma,2,1592,2101,Website,2,Electronics,Mobile Payment,3/11/2024 20:20,-,0,Yes,9866200835,Satisfied with quality,Male
CUST209,Kamal Sharma,6,456,2736,Website,2,Clothing,Cash,2/11/2024 3:18,-,200,No,9863856107,Quick delivery,Male
CUST210,Nima Sherpa,3,717,1892,Market Visit,5,Clothing,Mobile Payment,7/11/2024 21:34,Pokhara,60,Yes,9891702676,Quick delivery,Male
CUST211,Sita Tamang,11,1309,17278,Website,3,Household,Card,5/2/2024 6:55,-,0,Yes,9842990660,Friendly staff,Female
CUST212,Ram Shrestha,1,1664,1664,Website,5,Groceries,Card,10/13/2024 23:59,-,100,No,9843535879,Satisfied with quality,Female
CUST213,Bishal Gurung,7,1383,10952,Website,5,Household,Cash,5/9/2024 22:13,-,120,Yes,9840935389,Prices a bit high,Male
CUST214,Nima Sherpa,6,1135,7490,Website,4,Electronics,Card,8/13/2024 16:52,-,60,Yes,9820500705,Friendly staff,Male
CUST215,Nima Sherpa,10,1077,10770,Website,1,Household,Cash,1/18/2024 11:48,-,0,No,9858009156,Friendly staff,Male
CUST216,Kamal Sharma,5,1525,8052,Website,3,Electronics,Card,4/20/2024 5:57,-,120,Yes,9838435630,Quick delivery,Male
CUST217,Ram Shrestha,4,292,1168,Website,4,Electronics,Cash,7/11/2024 3:29,-,0,No,9894934311,Friendly staff,Male
CUST218,Bishal Gurung,3,1058,2792,Website,3,Personal Care,Mobile Payment,9/20/2024 18:16,-,240,Yes,9889685710,Satisfied with quality,Female
CUST219,Sita Tamang,6,467,2802,Market Visit,5,Electronics,Mobile Payment,7/15/2024 12:07,Lalitpur,200,No,9888920978,Satisfied with quality,Male
CUST220,Bishal Gurung,5,1358,7170,Market Visit,5,Electronics,Card,7/16/2024 20:51,Pokhara,60,Yes,9837159059,Prices a bit high,Female
CUST221,Asha Rai,5,1875,9375,Market Visit,5,Household,Mobile Payment,6/4/2024 5:42,Lalitpur,0,No,9882616712,Prices a bit high,Male
CUST222,Asha Rai,3,1489,4467,Website,2,Personal Care,Mobile Payment,7/9/2024 7:41,-,0,No,9819892061,Great experience,Male
CUST223,Sita Tamang,10,107,1070,Market Visit,1,Groceries,Mobile Payment,8/23/2024 1:41,Pokhara,50,No,9897651488,Quick delivery,Male
CUST224,Sarita Lama,9,976,10305,Website,5,Groceries,Mobile Payment,9/3/2024 22:19,-,60,Yes,9875412974,Friendly staff,Female
CUST225,Sita Tamang,5,1929,9645,Website,2,Household,Card,8/10/2024 17:28,-,50,No,9835508020,Satisfied with quality,Female
CUST226,Ram Shrestha,10,1006,10060,Market Visit,1,Groceries,Mobile Payment,3/1/2024 4:27,Bhaktapur,50,No,9834316421,Great experience,Female
CUST227,Kamal Sharma,4,1834,7262,Website,5,Household,Card,9/9/2024 16:20,-,120,Yes,9832367417,Great experience,Male
CUST228,Nima Sherpa,6,1237,8163,Website,5,Household,Cash,1/2/2024 5:20,-,60,Yes,9813119992,Prices a bit high,Male
CUST229,Bishal Gurung,10,1594,18936,Market Visit,4,Clothing,Card,6/5/2024 19:01,Bhaktapur,60,Yes,9839758724,Satisfied with quality,Female
CUST230,Ram Shrestha,6,480,3168,Website,3,Clothing,Card,10/30/2024 11:37,-,240,Yes,9823432480,Great experience,Female
CUST231,Sita Tamang,4,343,1372,Market Visit,4,Household,Cash,3/5/2024 3:10,Kathmandu,0,No,9845459306,Satisfied with quality,Female
CUST232,Nima Sherpa,11,343,4527,Website,4,Household,Cash,3/14/2024 16:22,-,120,Yes,9860488540,Quick delivery,Female
CUST233,Asha Rai,4,832,3294,Website,5,Household,Cash,6/20/2024 20:00,-,240,Yes,9852189004,Quick delivery,Male
CUST234,Kamal Sharma,8,1192,9536,Website,3,Personal Care,Mobile Payment,12/1/2023 13:56,-,0,No,9819208189,Prices a bit high,Male
CUST235,Sita Tamang,1,574,574,Website,3,Household,Card,4/14/2024 8:29,-,100,No,9814858050,Great experience,Male
CUST236,Sita Tamang,2,1866,3732,Market Visit,2,Clothing,Cash,10/28/2024 5:49,Bhaktapur,200,No,9885680432,Satisfied with quality,Female
CUST237,Asha Rai,11,1036,13675,Market Visit,2,Electronics,Mobile Payment,10/27/2024 17:46,Pokhara,60,Yes,9823156522,Friendly staff,Female
CUST238,Bishal Gurung,8,1131,9048,Website,3,Clothing,Card,4/22/2024 6:37,-,0,No,9826694958,Friendly staff,Male
CUST239,Kamal Sharma,2,1777,3554,Website,3,Clothing,Mobile Payment,10/25/2024 9:15,-,0,No,9898305038,Prices a bit high,Female
CUST240,Sarita Lama,10,953,11320,Market Visit,2,Groceries,Card,7/3/2024 20:41,Kathmandu,60,Yes,9846725234,Great experience,Male
CUST241,Kamal Sharma,3,1625,4875,Website,5,Electronics,Cash,4/25/2024 18:28,-,50,No,9820774389,Prices a bit high,Male
CUST242,Aman Rai,10,353,3530,Market Visit,1,Personal Care,Mobile Payment,4/17/2024 1:44,Bhaktapur,0,No,9821920528,Satisfied with quality,Female
CUST243,Bishal Gurung,5,878,4635,Website,5,Groceries,Card,1/18/2024 0:25,-,240,Yes,9830291768,Prices a bit high,Male
CUST244,Kamal Sharma,8,1281,10248,Website,3,Household,Card,9/22/2024 3:44,-,0,No,9862081354,Prices a bit high,Female
CUST245,Sarita Lama,5,1599,8442,Website,5,Clothing,Cash,12/1/2023 20:36,-,0,Yes,9884361108,Satisfied with quality,Female
CUST246,Ram Shrestha,10,1232,12320,Website,2,Groceries,Card,2/25/2024 1:50,-,200,No,9848560357,Satisfied with quality,Female
CUST247,Kamal Sharma,3,1816,4794,Market Visit,2,Groceries,Mobile Payment,7/20/2024 22:58,Bhaktapur,0,Yes,9863534908,Friendly staff,Female
CUST248,Bishal Gurung,9,1276,13473,Website,5,Electronics,Card,2/7/2024 3:34,-,120,Yes,9895844879,Satisfied with quality,Male
CUST249,Nima Sherpa,10,1807,18070,Website,3,Personal Care,Cash,6/13/2024 23:21,-,100,No,9895922430,Friendly staff,Male
CUST250,Sita Tamang,6,113,678,Website,5,Electronics,Cash,8/8/2024 1:28,-,100,No,9856778627,Satisfied with quality,Male
CUST251,Kamal Sharma,6,513,3385,Website,5,Clothing,Cash,2/26/2024 20:28,-,120,Yes,9851806729,Quick delivery,Female
CUST252,Sarita Lama,3,1302,3906,Website,2,Groceries,Card,5/17/2024 13:17,-,0,No,9818899790,Great experience,Female
CUST253,Sita Tamang,8,1143,10561,Website,3,Personal Care,Mobile Payment,9/17/2024 14:31,-,120,Yes,9815742883,Great experience,Female
CUST254,Sarita Lama,7,1237,8659,Website,1,Clothing,Mobile Payment,12/29/2023 0:06,-,50,No,9872411419,Quick delivery,Male
CUST255,Kamal Sharma,10,1536,15360,Market Visit,3,Electronics,Cash,3/4/2024 7:05,Pokhara,100,No,9827649654,Prices a bit high,Female
CUST256,Sita Tamang,7,1669,13218,Market Visit,5,Electronics,Cash,5/25/2024 9:58,Kathmandu,120,Yes,9882980180,Great experience,Female
CUST257,Ram Shrestha,2,255,336,Website,3,Personal Care,Card,10/7/2024 18:43,-,0,Yes,9842703873,Quick delivery,Female
CUST258,Sarita Lama,9,799,8437,Market Visit,2,Household,Mobile Payment,12/27/2023 19:06,Kathmandu,60,Yes,9834713442,Quick delivery,Female
CUST259,Bishal Gurung,7,1779,12453,Market Visit,3,Personal Care,Mobile Payment,7/12/2024 21:30,Pokhara,100,No,9897898139,Prices a bit high,Male
CUST260,Ram Shrestha,4,1475,5840,Market Visit,4,Groceries,Card,1/6/2024 15:56,Kathmandu,240,Yes,9819845990,Satisfied with quality,Male
CUST261,Ram Shrestha,2,110,145,Website,4,Groceries,Mobile Payment,10/4/2024 22:22,-,120,Yes,9835943855,Friendly staff,Female
CUST262,Sita Tamang,3,509,1527,Website,2,Personal Care,Card,9/24/2024 20:21,-,0,No,9853524000,Satisfied with quality,Female
CUST263,Kamal Sharma,4,362,1432,Website,5,Electronics,Cash,8/24/2024 9:41,-,240,Yes,9877898871,Friendly staff,Male
CUST264,Bishal Gurung,6,361,2382,Market Visit,3,Personal Care,Card,10/6/2024 3:29,Bhaktapur,0,Yes,9834951111,Friendly staff,Male
CUST265,Sita Tamang,6,1393,9193,Market Visit,4,Clothing,Mobile Payment,3/30/2024 18:06,Kathmandu,60,Yes,9893495721,Quick delivery,Male
CUST266,Nima Sherpa,7,823,5761,Market Visit,2,Groceries,Card,2/12/2024 23:43,Pokhara,100,No,9875168187,Prices a bit high,Female
CUST267,Ram Shrestha,11,1725,22770,Market Visit,2,Household,Card,6/1/2024 8:18,Lalitpur,120,Yes,9816006132,Quick delivery,Female
CUST268,Sita Tamang,9,645,5805,Market Visit,4,Groceries,Mobile Payment,7/21/2024 9:17,Pokhara,100,No,9895214552,Prices a bit high,Male
CUST269,Ram Shrestha,3,805,2415,Market Visit,3,Household,Card,6/13/2024 4:29,Lalitpur,100,No,9899982718,Friendly staff,Female
CUST270,Kamal Sharma,2,486,972,Market Visit,5,Personal Care,Mobile Payment,7/23/2024 0:24,Bhaktapur,200,No,9814817349,Great experience,Female
CUST271,Sita Tamang,3,1683,5049,Website,1,Personal Care,Card,10/28/2024 13:03,-,0,No,9892196645,Quick delivery,Female
CUST272,Hari Kumar Kc,3,1207,3186,Market Visit,4,Clothing,Card,5/31/2024 6:02,Pokhara,0,Yes,9830263546,Friendly staff,Female
CUST273,Asha Rai,4,328,1298,Market Visit,5,Household,Cash,10/25/2024 0:09,Pokhara,0,Yes,9822600158,Great experience,Female
CUST274,Sita Tamang,6,321,1926,Website,2,Personal Care,Cash,5/23/2024 7:57,-,50,No,9839530820,Prices a bit high,Male
CUST275,Nima Sherpa,4,180,720,Market Visit,4,Clothing,Cash,6/5/2024 17:57,Kathmandu,100,No,9833567952,Friendly staff,Male
CUST276,Kamal Sharma,7,1424,9968,Website,5,Household,Card,10/16/2024 13:02,-,0,No,9848344430,Satisfied with quality,Male
CUST277,Ram Shrestha,2,438,876,Website,4,Electronics,Mobile Payment,12/25/2023 0:29,-,50,No,9847562442,Great experience,Female
CUST278,Kamal Sharma,6,1775,10650,Market Visit,4,Personal Care,Mobile Payment,8/8/2024 20:43,Lalitpur,0,No,9895930660,Great experience,Male
CUST279,Asha Rai,3,1136,3408,Website,4,Personal Care,Cash,3/2/2024 11:04,-,200,No,9856126441,Great experience,Female
CUST280,Kamal Sharma,10,1408,16726,Website,4,Electronics,Card,12/19/2023 9:54,-,120,Yes,9884121534,Great experience,Male
CUST281,Sita Tamang,4,944,3776,Website,3,Personal Care,Cash,3/21/2024 16:55,-,50,No,9851013020,Great experience,Female
CUST282,Asha Rai,9,490,4410,Website,1,Electronics,Card,10/25/2024 23:21,-,0,No,9830850351,Great experience,Female
CUST283,Sarita Lama,1,542,542,Market Visit,4,Groceries,Cash,5/30/2024 11:33,Bhaktapur,50,No,9840694003,Friendly staff,Male
CUST284,Asha Rai,5,1524,8046,Market Visit,5,Personal Care,Mobile Payment,7/30/2024 17:24,Pokhara,120,Yes,9897388980,Prices a bit high,Male
CUST285,Ram Shrestha,6,1605,9630,Market Visit,2,Household,Card,9/7/2024 6:47,Pokhara,50,No,9859851110,Satisfied with quality,Male
CUST286,Asha Rai,8,1799,16622,Website,5,Clothing,Card,12/5/2023 3:50,-,60,Yes,9862112277,Friendly staff,Female
CUST287,Nima Sherpa,7,1466,10262,Market Visit,4,Clothing,Cash,6/30/2024 18:03,Bhaktapur,200,No,9890078312,Quick delivery,Male
CUST288,Bishal Gurung,10,495,4950,Website,4,Electronics,Card,7/2/2024 8:47,-,200,No,9895577333,Satisfied with quality,Male
CUST289,Sarita Lama,9,1230,11070,Website,2,Electronics,Mobile Payment,6/9/2024 2:46,-,50,No,9894783043,Friendly staff,Female
CUST290,Sarita Lama,3,1627,4294,Market Visit,3,Groceries,Card,2/2/2024 7:42,Lalitpur,240,Yes,9863380063,Quick delivery,Female
CUST291,Asha Rai,4,321,1270,Market Visit,5,Electronics,Cash,1/23/2024 18:47,Bhaktapur,240,Yes,9848419703,Quick delivery,Female
CUST292,Sarita Lama,6,1702,10212,Market Visit,4,Household,Mobile Payment,12/17/2023 23:11,Pokhara,200,No,9889697522,Great experience,Female
CUST293,Ram Shrestha,2,1435,1893,Market Visit,4,Clothing,Card,6/1/2024 6:41,Lalitpur,120,Yes,9861829082,Prices a bit high,Male
CUST294,Sarita Lama,2,280,560,Website,5,Household,Cash,12/23/2023 3:06,-,100,No,9857434748,Friendly staff,Female
CUST295,Asmita Tamang,1,1555,1555,Market Visit,5,Personal Care,Cash,5/31/2024 7:46,Kathmandu,50,No,9810824243,Friendly staff,Male
CUST296,Kamal Sharma,6,919,5514,Website,2,Personal Care,Mobile Payment,4/23/2024 5:18,-,50,No,9835949686,Satisfied with quality,Male
CUST297,Asha Rai,7,685,4795,Market Visit,3,Groceries,Mobile Payment,10/5/2024 5:05,Lalitpur,0,No,9869059335,Satisfied with quality,Male
CUST298,Kamal Sharma,8,342,2736,Market Visit,1,Electronics,Card,12/1/2023 8:10,Pokhara,200,No,9866858364,Prices a bit high,Male
CUST299,Gurax Gurung,11,217,2864,Market Visit,4,Household,Cash,1/21/2024 2:00,Pokhara,60,Yes,9816458335,Friendly staff,Female
CUST300,Sarita Lama,9,1644,17360,Market Visit,3,Clothing,Cash,11/12/2023 14:47,Lalitpur,0,Yes,9893314124,Prices a bit high,Female
